SKU,LOC,FECHA,UNI
Art03,LOC_127,21/5/2019,2
Art03,LOC_127,22/5/2019,2
Art03,LOC_127,23/5/2019,4
Art03,LOC_127,24/5/2019,3
Art03,LOC_127,25/5/2019,5
Art03,LOC_127,26/5/2019,1
Art03,LOC_127,27/5/2019,1
Art03,LOC_127,30/5/2019,2
Art03,LOC_127,31/5/2019,3
Art03,LOC_127,1/6/2019,6
Art03,LOC_127,3/6/2019,4
Art03,LOC_127,4/6/2019,1
Art03,LOC_127,5/6/2019,2
Art03,LOC_127,7/6/2019,3
Art03,LOC_127,8/6/2019,6
Art03,LOC_127,9/6/2019,2
Art03,LOC_127,10/6/2019,4
Art03,LOC_127,11/6/2019,2
Art03,LOC_127,13/6/2019,1
Art03,LOC_127,14/6/2019,1
Art03,LOC_127,15/6/2019,2
Art03,LOC_127,16/6/2019,2
Art03,LOC_127,17/6/2019,3
Art03,LOC_127,18/6/2019,1
Art03,LOC_127,19/6/2019,5
Art03,LOC_127,20/6/2019,4
Art03,LOC_127,21/6/2019,1
Art03,LOC_127,22/6/2019,2
Art03,LOC_127,23/6/2019,5
Art03,LOC_128,7/4/2019,1
Art03,LOC_128,13/4/2019,2
Art03,LOC_128,14/4/2019,2
Art03,LOC_128,18/4/2019,2
Art03,LOC_128,19/4/2019,2
Art03,LOC_128,20/4/2019,1
Art03,LOC_128,24/4/2019,1
Art03,LOC_128,26/4/2019,3
Art03,LOC_128,30/4/2019,1
Art03,LOC_128,4/5/2019,1
Art03,LOC_128,5/5/2019,1
Art03,LOC_128,6/5/2019,1
Art03,LOC_128,11/5/2019,1
Art03,LOC_129,7/4/2019,4
Art03,LOC_129,10/4/2019,1
Art03,LOC_129,11/4/2019,1
Art03,LOC_129,12/4/2019,2
Art03,LOC_129,14/4/2019,2
Art03,LOC_129,15/4/2019,4
Art03,LOC_129,18/4/2019,2
Art03,LOC_129,19/4/2019,3
Art03,LOC_129,20/4/2019,2
Art03,LOC_129,21/4/2019,2
Art03,LOC_129,25/4/2019,2
Art03,LOC_129,26/4/2019,4
Art03,LOC_129,27/4/2019,1
Art03,LOC_129,1/5/2019,2
Art03,LOC_129,3/5/2019,1
Art03,LOC_129,4/5/2019,2
Art03,LOC_129,5/5/2019,2
Art03,LOC_129,7/5/2019,4
Art03,LOC_129,9/5/2019,1
Art03,LOC_129,10/5/2019,1
Art03,LOC_129,12/5/2019,3
Art03,LOC_129,16/5/2019,1
Art03,LOC_129,17/5/2019,1
Art03,LOC_129,18/5/2019,1
Art03,LOC_129,21/5/2019,1
Art03,LOC_129,25/5/2019,1
Art03,LOC_129,26/5/2019,2
Art03,LOC_129,27/5/2019,1
Art03,LOC_129,29/5/2019,1
Art03,LOC_129,30/5/2019,1
Art03,LOC_129,31/5/2019,1
Art03,LOC_129,2/6/2019,1
Art03,LOC_129,8/6/2019,2
Art03,LOC_129,9/6/2019,3
Art03,LOC_129,17/6/2019,2
Art03,LOC_129,22/6/2019,1
Art03,LOC_129,23/6/2019,2
Art03,LOC_130,3/4/2019,2
Art03,LOC_130,9/4/2019,1
Art03,LOC_130,3/5/2019,1
Art03,LOC_130,10/5/2019,1
Art03,LOC_130,17/5/2019,3
Art03,LOC_130,18/5/2019,1
Art03,LOC_130,21/5/2019,1
Art03,LOC_130,22/5/2019,1
Art03,LOC_130,24/5/2019,3
Art03,LOC_130,26/5/2019,1
Art03,LOC_130,1/6/2019,1
Art03,LOC_130,9/6/2019,1
Art03,LOC_130,10/6/2019,1
Art03,LOC_130,13/6/2019,1
Art03,LOC_131,1/4/2019,1
Art03,LOC_131,6/4/2019,2
Art03,LOC_131,7/4/2019,1
Art03,LOC_131,10/4/2019,1
Art03,LOC_131,11/4/2019,1
Art03,LOC_131,12/4/2019,1
Art03,LOC_131,13/4/2019,1
Art03,LOC_131,14/4/2019,2
Art03,LOC_131,15/4/2019,1
Art03,LOC_131,16/4/2019,2
Art03,LOC_131,18/4/2019,3
Art03,LOC_131,19/4/2019,1
Art03,LOC_131,20/4/2019,2
Art03,LOC_131,21/4/2019,1
Art03,LOC_131,25/4/2019,1
Art03,LOC_131,29/4/2019,1
Art03,LOC_131,1/5/2019,1
Art03,LOC_131,3/5/2019,1
Art03,LOC_131,5/5/2019,2
Art03,LOC_131,6/5/2019,1
Art03,LOC_131,9/5/2019,3
Art03,LOC_131,14/5/2019,1
Art03,LOC_131,15/5/2019,1
Art03,LOC_131,16/5/2019,2
Art03,LOC_131,18/5/2019,3
Art03,LOC_131,19/5/2019,1
Art03,LOC_131,21/5/2019,2
Art03,LOC_131,24/5/2019,1
Art03,LOC_131,25/5/2019,1
Art03,LOC_131,26/5/2019,2
Art03,LOC_131,28/5/2019,1
Art03,LOC_131,30/5/2019,1
Art03,LOC_131,31/5/2019,1
Art03,LOC_131,1/6/2019,1
Art03,LOC_131,6/6/2019,1
Art03,LOC_131,7/6/2019,1
Art03,LOC_131,8/6/2019,1
Art03,LOC_131,9/6/2019,2
Art03,LOC_131,10/6/2019,3
Art03,LOC_131,13/6/2019,1
Art03,LOC_131,14/6/2019,2
Art03,LOC_131,15/6/2019,1
Art03,LOC_131,16/6/2019,1
Art03,LOC_131,17/6/2019,1
Art03,LOC_131,18/6/2019,1
Art03,LOC_132,3/4/2019,1
Art03,LOC_132,4/4/2019,1
Art03,LOC_132,5/4/2019,2
Art03,LOC_132,8/4/2019,2
Art03,LOC_132,9/4/2019,5
Art03,LOC_132,10/4/2019,1
Art03,LOC_132,11/4/2019,1
Art03,LOC_132,12/4/2019,1
Art03,LOC_132,13/4/2019,1
Art03,LOC_132,14/4/2019,2
Art03,LOC_132,15/4/2019,3
Art03,LOC_132,17/4/2019,1
Art03,LOC_132,18/4/2019,3
Art03,LOC_132,19/4/2019,3
Art03,LOC_132,20/4/2019,4
Art03,LOC_132,23/4/2019,2
Art03,LOC_132,25/4/2019,4
Art03,LOC_132,27/4/2019,1
Art03,LOC_132,30/4/2019,1
Art03,LOC_132,1/5/2019,2
Art03,LOC_132,2/5/2019,4
Art03,LOC_132,4/5/2019,1
Art03,LOC_132,5/5/2019,2
Art03,LOC_132,6/5/2019,1
Art03,LOC_132,8/5/2019,1
Art03,LOC_132,9/5/2019,2
Art03,LOC_132,11/5/2019,1
Art03,LOC_132,13/5/2019,2
Art03,LOC_132,18/5/2019,1
Art03,LOC_132,19/5/2019,1
Art03,LOC_132,20/5/2019,3
Art03,LOC_132,22/5/2019,1
Art03,LOC_132,23/5/2019,3
Art03,LOC_132,7/6/2019,1
Art03,LOC_132,9/6/2019,1
Art03,LOC_132,10/6/2019,1
Art03,LOC_132,15/6/2019,1
Art03,LOC_133,9/4/2019,1
Art03,LOC_133,15/4/2019,1
Art03,LOC_133,16/4/2019,1
Art03,LOC_133,17/4/2019,1
Art03,LOC_133,18/4/2019,1
Art03,LOC_133,20/4/2019,1
Art03,LOC_133,22/4/2019,1
Art03,LOC_133,25/4/2019,2
Art03,LOC_133,26/4/2019,1
Art03,LOC_133,28/4/2019,1
Art03,LOC_133,30/4/2019,1
Art03,LOC_133,4/5/2019,2
Art03,LOC_133,10/5/2019,1
Art03,LOC_133,11/5/2019,1
Art03,LOC_133,18/5/2019,1
Art03,LOC_133,23/5/2019,1
Art03,LOC_133,30/5/2019,1
Art03,LOC_133,31/5/2019,1
Art03,LOC_133,1/6/2019,2
Art03,LOC_133,5/6/2019,1
Art03,LOC_133,8/6/2019,2
Art03,LOC_133,12/6/2019,1
Art03,LOC_133,14/6/2019,2
Art03,LOC_133,16/6/2019,1
Art03,LOC_133,19/6/2019,1
Art03,LOC_133,20/6/2019,2
Art03,LOC_134,1/4/2019,1
Art03,LOC_134,2/4/2019,1
Art03,LOC_134,3/4/2019,1
Art03,LOC_134,6/4/2019,1
Art03,LOC_134,7/4/2019,1
Art03,LOC_134,10/4/2019,1
Art03,LOC_134,13/4/2019,2
Art03,LOC_134,15/4/2019,1
Art03,LOC_134,17/4/2019,2
Art03,LOC_134,19/4/2019,1
Art03,LOC_134,22/4/2019,1
Art03,LOC_134,24/4/2019,1
Art03,LOC_134,25/4/2019,1
Art03,LOC_134,26/4/2019,2
Art03,LOC_134,27/4/2019,1
Art03,LOC_134,29/4/2019,2
Art03,LOC_134,1/5/2019,3
Art03,LOC_134,2/5/2019,1
Art03,LOC_134,3/5/2019,3
Art03,LOC_134,4/5/2019,2
Art03,LOC_134,9/5/2019,2
Art03,LOC_134,10/5/2019,1
Art03,LOC_134,14/5/2019,1
Art03,LOC_134,16/5/2019,1
Art03,LOC_134,18/5/2019,1
Art03,LOC_134,19/5/2019,1
Art03,LOC_134,20/5/2019,1
Art03,LOC_134,22/5/2019,1
Art03,LOC_134,27/5/2019,2
Art03,LOC_134,31/5/2019,1
Art03,LOC_134,1/6/2019,1
Art03,LOC_134,7/6/2019,2
Art03,LOC_134,14/6/2019,1
Art03,LOC_134,15/6/2019,3
Art03,LOC_134,21/6/2019,1
Art03,LOC_135,6/4/2019,1
Art03,LOC_135,18/4/2019,1
Art03,LOC_135,28/4/2019,1
Art03,LOC_135,19/5/2019,1
Art03,LOC_135,3/6/2019,1
Art03,LOC_135,7/6/2019,1
Art03,LOC_135,13/6/2019,1
Art03,LOC_135,19/6/2019,1
Art03,LOC_136,1/4/2019,1
Art03,LOC_136,2/4/2019,2
Art03,LOC_136,3/4/2019,2
Art03,LOC_136,4/4/2019,2
Art03,LOC_136,5/4/2019,2
Art03,LOC_136,6/4/2019,2
Art03,LOC_136,7/4/2019,1
Art03,LOC_136,8/4/2019,1
Art03,LOC_136,9/4/2019,3
Art03,LOC_136,10/4/2019,3
Art03,LOC_136,11/4/2019,2
Art03,LOC_136,12/4/2019,2
Art03,LOC_136,13/4/2019,2
Art03,LOC_136,15/4/2019,1
Art03,LOC_136,17/4/2019,1
Art03,LOC_136,20/4/2019,1
Art03,LOC_136,21/4/2019,1
Art03,LOC_136,22/4/2019,2
Art03,LOC_136,25/4/2019,1
Art03,LOC_136,27/4/2019,4
Art03,LOC_136,28/4/2019,2
Art03,LOC_136,29/4/2019,1
Art03,LOC_136,2/5/2019,3
Art03,LOC_136,3/5/2019,3
Art03,LOC_136,4/5/2019,3
Art03,LOC_136,6/5/2019,4
Art03,LOC_136,7/5/2019,1
Art03,LOC_136,8/5/2019,1
Art03,LOC_136,9/5/2019,3
Art03,LOC_136,10/5/2019,4
Art03,LOC_136,11/5/2019,1
Art03,LOC_136,13/5/2019,3
Art03,LOC_136,14/5/2019,2
Art03,LOC_136,15/5/2019,1
Art03,LOC_136,16/5/2019,8
Art03,LOC_136,17/5/2019,3
Art03,LOC_136,18/5/2019,2
Art03,LOC_136,20/5/2019,1
Art03,LOC_136,21/5/2019,3
Art03,LOC_136,22/5/2019,2
Art03,LOC_136,23/5/2019,3
Art03,LOC_136,24/5/2019,2
Art03,LOC_136,25/5/2019,3
Art03,LOC_136,27/5/2019,4
Art03,LOC_136,28/5/2019,4
Art03,LOC_136,30/5/2019,5
Art03,LOC_136,31/5/2019,1
Art03,LOC_136,1/6/2019,1
Art03,LOC_136,3/6/2019,5
Art03,LOC_136,4/6/2019,7
Art03,LOC_136,5/6/2019,6
Art03,LOC_136,6/6/2019,2
Art03,LOC_136,7/6/2019,3
Art03,LOC_136,9/6/2019,1
Art03,LOC_136,10/6/2019,3
Art03,LOC_136,11/6/2019,1
Art03,LOC_136,13/6/2019,3
Art03,LOC_136,14/6/2019,1
Art03,LOC_136,17/6/2019,3
Art03,LOC_136,18/6/2019,2
Art03,LOC_136,19/6/2019,3
Art03,LOC_136,21/6/2019,2
Art03,LOC_137,1/4/2019,2
Art03,LOC_137,4/4/2019,1
Art03,LOC_137,6/4/2019,2
Art03,LOC_137,11/4/2019,1
Art03,LOC_137,15/4/2019,1
Art03,LOC_137,16/4/2019,1
Art03,LOC_137,17/4/2019,1
Art03,LOC_137,18/4/2019,1
Art03,LOC_137,20/4/2019,1
Art03,LOC_137,22/4/2019,1
Art03,LOC_137,23/4/2019,1
Art03,LOC_137,28/4/2019,1
Art03,LOC_137,30/4/2019,1
Art03,LOC_137,4/5/2019,1
Art03,LOC_137,9/5/2019,1
Art03,LOC_137,16/5/2019,1
Art03,LOC_137,20/5/2019,1
Art03,LOC_137,26/5/2019,2
Art03,LOC_137,6/6/2019,2
Art03,LOC_137,7/6/2019,2
Art03,LOC_137,8/6/2019,1
Art03,LOC_137,9/6/2019,1
Art03,LOC_137,10/6/2019,1
Art03,LOC_137,13/6/2019,1
Art03,LOC_137,20/6/2019,1
Art03,LOC_138,8/4/2019,1
Art03,LOC_138,12/4/2019,1
Art03,LOC_138,17/4/2019,1
Art03,LOC_138,18/4/2019,1
Art03,LOC_138,21/4/2019,1
Art03,LOC_138,28/4/2019,1
Art03,LOC_138,4/5/2019,1
Art03,LOC_138,15/5/2019,2
Art03,LOC_138,16/5/2019,1
Art03,LOC_138,21/5/2019,2
Art03,LOC_138,22/5/2019,1
Art03,LOC_138,28/5/2019,1
Art03,LOC_138,30/5/2019,2
Art03,LOC_138,31/5/2019,1
Art03,LOC_138,1/6/2019,1
Art03,LOC_138,10/6/2019,1
Art03,LOC_138,11/6/2019,1
Art03,LOC_138,13/6/2019,1
Art03,LOC_138,16/6/2019,1
Art03,LOC_138,20/6/2019,1
Art03,LOC_138,21/6/2019,2
Art03,LOC_139,1/4/2019,1
Art03,LOC_139,2/4/2019,4
Art03,LOC_139,4/4/2019,3
Art03,LOC_139,5/4/2019,4
Art03,LOC_139,7/4/2019,1
Art03,LOC_139,8/4/2019,3
Art03,LOC_139,9/4/2019,2
Art03,LOC_139,10/4/2019,1
Art03,LOC_139,11/4/2019,2
Art03,LOC_139,12/4/2019,2
Art03,LOC_139,13/4/2019,1
Art03,LOC_139,15/4/2019,2
Art03,LOC_139,16/4/2019,3
Art03,LOC_139,17/4/2019,1
Art03,LOC_139,18/4/2019,3
Art03,LOC_139,20/4/2019,1
Art03,LOC_139,21/4/2019,1
Art03,LOC_139,22/4/2019,1
Art03,LOC_139,23/4/2019,1
Art03,LOC_139,25/4/2019,1
Art03,LOC_139,26/4/2019,1
Art03,LOC_139,27/4/2019,1
Art03,LOC_139,28/4/2019,4
Art03,LOC_139,29/4/2019,2
Art03,LOC_139,30/4/2019,1
Art03,LOC_139,1/5/2019,2
Art03,LOC_139,2/5/2019,1
Art03,LOC_139,3/5/2019,2
Art03,LOC_139,4/5/2019,1
Art03,LOC_139,5/5/2019,2
Art03,LOC_139,6/5/2019,3
Art03,LOC_139,8/5/2019,1
Art03,LOC_139,9/5/2019,2
Art03,LOC_139,10/5/2019,2
Art03,LOC_139,11/5/2019,5
Art03,LOC_139,13/5/2019,1
Art03,LOC_139,14/5/2019,2
Art03,LOC_139,15/5/2019,4
Art03,LOC_139,16/5/2019,2
Art03,LOC_139,17/5/2019,6
Art03,LOC_139,18/5/2019,2
Art03,LOC_139,19/5/2019,2
Art03,LOC_139,20/5/2019,2
Art03,LOC_139,21/5/2019,5
Art03,LOC_139,22/5/2019,1
Art03,LOC_139,23/5/2019,2
Art03,LOC_139,24/5/2019,2
Art03,LOC_139,25/5/2019,3
Art03,LOC_139,26/5/2019,4
Art03,LOC_139,27/5/2019,2
Art03,LOC_139,28/5/2019,1
Art03,LOC_139,29/5/2019,2
Art03,LOC_139,30/5/2019,3
Art03,LOC_139,31/5/2019,6
Art03,LOC_139,3/6/2019,1
Art03,LOC_139,4/6/2019,2
Art03,LOC_139,5/6/2019,5
Art03,LOC_139,6/6/2019,4
Art03,LOC_139,7/6/2019,3
Art03,LOC_139,8/6/2019,1
Art03,LOC_139,9/6/2019,3
Art03,LOC_139,10/6/2019,1
Art03,LOC_139,12/6/2019,2
Art03,LOC_139,13/6/2019,4
Art03,LOC_139,14/6/2019,6
Art03,LOC_139,15/6/2019,3
Art03,LOC_139,18/6/2019,1
Art03,LOC_139,20/6/2019,4
Art03,LOC_139,21/6/2019,2
Art03,LOC_139,22/6/2019,1
Art03,LOC_139,23/6/2019,3
Art03,LOC_140,6/4/2019,2
Art03,LOC_140,10/4/2019,2
Art03,LOC_140,14/4/2019,3
Art03,LOC_140,19/4/2019,1
Art03,LOC_140,21/4/2019,1
Art03,LOC_140,25/4/2019,1
Art03,LOC_140,26/4/2019,1
Art03,LOC_140,28/4/2019,1
Art03,LOC_140,29/4/2019,1
Art03,LOC_140,30/4/2019,1
Art03,LOC_140,1/5/2019,1
Art03,LOC_140,4/5/2019,1
Art03,LOC_140,6/5/2019,3
Art03,LOC_140,7/5/2019,2
Art03,LOC_140,17/5/2019,3
Art03,LOC_140,22/5/2019,2
Art03,LOC_140,24/5/2019,3
Art03,LOC_140,26/5/2019,1
Art03,LOC_140,27/5/2019,3
Art03,LOC_140,30/5/2019,2
Art03,LOC_140,31/5/2019,1
Art03,LOC_140,2/6/2019,2
Art03,LOC_140,3/6/2019,2
Art03,LOC_140,4/6/2019,1
Art03,LOC_140,5/6/2019,2
Art03,LOC_140,7/6/2019,1
Art03,LOC_140,10/6/2019,3
Art03,LOC_140,11/6/2019,1
Art03,LOC_140,12/6/2019,2
Art03,LOC_140,14/6/2019,2
Art03,LOC_140,17/6/2019,1
Art03,LOC_140,18/6/2019,1
Art03,LOC_140,20/6/2019,2
Art03,LOC_140,21/6/2019,1
Art03,LOC_141,13/4/2019,3
Art03,LOC_141,15/4/2019,1
Art03,LOC_141,10/5/2019,1
Art03,LOC_141,19/5/2019,2
Art03,LOC_141,26/5/2019,1
Art03,LOC_141,28/5/2019,1
Art03,LOC_142,2/4/2019,3
Art03,LOC_142,3/4/2019,1
Art03,LOC_142,4/4/2019,1
Art03,LOC_142,5/4/2019,1
Art03,LOC_142,8/4/2019,1
Art03,LOC_142,11/4/2019,4
Art03,LOC_142,12/4/2019,2
Art03,LOC_142,13/4/2019,3
Art03,LOC_142,15/4/2019,1
Art03,LOC_142,16/4/2019,2
Art03,LOC_142,17/4/2019,1
Art03,LOC_142,19/4/2019,1
Art03,LOC_142,22/4/2019,2
Art03,LOC_142,23/4/2019,2
Art03,LOC_142,24/4/2019,4
Art03,LOC_142,25/4/2019,1
Art03,LOC_142,26/4/2019,1
Art03,LOC_142,27/4/2019,2
Art03,LOC_142,28/4/2019,1
Art03,LOC_142,30/4/2019,3
Art03,LOC_142,1/5/2019,2
Art03,LOC_142,2/5/2019,1
Art03,LOC_142,3/5/2019,1
Art03,LOC_142,4/5/2019,1
Art03,LOC_142,6/5/2019,2
Art03,LOC_142,7/5/2019,3
Art03,LOC_142,8/5/2019,2
Art03,LOC_142,9/5/2019,2
Art03,LOC_142,10/5/2019,2
Art03,LOC_142,11/5/2019,1
Art03,LOC_142,12/5/2019,1
Art03,LOC_142,16/5/2019,4
Art03,LOC_142,17/5/2019,3
Art03,LOC_142,19/5/2019,1
Art03,LOC_142,20/5/2019,2
Art03,LOC_142,21/5/2019,2
Art03,LOC_142,22/5/2019,4
Art03,LOC_142,23/5/2019,2
Art03,LOC_142,25/5/2019,1
Art03,LOC_142,26/5/2019,2
Art03,LOC_142,27/5/2019,1
Art03,LOC_142,28/5/2019,1
Art03,LOC_142,29/5/2019,3
Art03,LOC_142,30/5/2019,3
Art03,LOC_142,2/6/2019,2
Art03,LOC_142,3/6/2019,1
Art03,LOC_142,4/6/2019,2
Art03,LOC_142,5/6/2019,3
Art03,LOC_142,7/6/2019,2
Art03,LOC_142,8/6/2019,1
Art03,LOC_142,9/6/2019,1
Art03,LOC_142,10/6/2019,1
Art03,LOC_142,11/6/2019,1
Art03,LOC_142,13/6/2019,1
Art03,LOC_142,14/6/2019,3
Art03,LOC_142,16/6/2019,1
Art03,LOC_142,18/6/2019,1
Art03,LOC_142,19/6/2019,2
Art03,LOC_142,20/6/2019,4
Art03,LOC_143,1/4/2019,2
Art03,LOC_143,6/4/2019,1
Art03,LOC_143,8/4/2019,2
Art03,LOC_143,12/4/2019,1
Art03,LOC_143,18/4/2019,1
Art03,LOC_143,19/4/2019,1
Art03,LOC_143,20/4/2019,2
Art03,LOC_143,24/4/2019,1
Art03,LOC_143,25/4/2019,2
Art03,LOC_143,29/4/2019,2
Art03,LOC_143,2/5/2019,1
Art03,LOC_143,3/5/2019,1
Art03,LOC_143,5/5/2019,1
Art03,LOC_143,6/5/2019,2
Art03,LOC_143,9/5/2019,3
Art03,LOC_143,14/5/2019,2
Art03,LOC_143,19/5/2019,1
Art03,LOC_143,21/5/2019,1
Art03,LOC_143,23/5/2019,2
Art03,LOC_143,24/5/2019,2
Art03,LOC_143,25/5/2019,1
Art03,LOC_143,27/5/2019,2
Art03,LOC_143,30/5/2019,3
Art03,LOC_143,2/6/2019,2
Art03,LOC_143,5/6/2019,3
Art03,LOC_143,6/6/2019,1
Art03,LOC_143,7/6/2019,1
Art03,LOC_143,8/6/2019,1
Art03,LOC_143,11/6/2019,1
Art03,LOC_143,12/6/2019,1
Art03,LOC_143,15/6/2019,1
Art03,LOC_143,16/6/2019,2
Art03,LOC_143,18/6/2019,3
Art03,LOC_143,19/6/2019,1
Art03,LOC_143,22/6/2019,2
Art03,LOC_144,1/4/2019,1
Art03,LOC_144,2/4/2019,1
Art03,LOC_144,3/4/2019,3
Art03,LOC_144,5/4/2019,2
Art03,LOC_144,6/4/2019,2
Art03,LOC_144,7/4/2019,1
Art03,LOC_144,9/4/2019,1
Art03,LOC_144,10/4/2019,2
Art03,LOC_144,11/4/2019,1
Art03,LOC_144,13/4/2019,1
Art03,LOC_144,14/4/2019,2
Art03,LOC_144,15/4/2019,1
Art03,LOC_144,21/4/2019,1
Art03,LOC_144,23/4/2019,6
Art03,LOC_144,26/4/2019,2
Art03,LOC_144,27/4/2019,1
Art03,LOC_144,28/4/2019,2
Art03,LOC_144,30/4/2019,1
Art03,LOC_144,1/5/2019,3
Art03,LOC_144,2/5/2019,3
Art03,LOC_144,4/5/2019,1
Art03,LOC_144,5/5/2019,2
Art03,LOC_144,6/5/2019,4
Art03,LOC_144,7/5/2019,1
Art03,LOC_144,8/5/2019,2
Art03,LOC_144,9/5/2019,3
Art03,LOC_144,13/5/2019,1
Art03,LOC_144,14/5/2019,3
Art03,LOC_144,16/5/2019,2
Art03,LOC_144,18/5/2019,4
Art03,LOC_144,19/5/2019,1
Art03,LOC_144,20/5/2019,1
Art03,LOC_144,21/5/2019,1
Art03,LOC_144,22/5/2019,3
Art03,LOC_144,23/5/2019,1
Art03,LOC_144,24/5/2019,1
Art03,LOC_144,25/5/2019,2
Art03,LOC_144,26/5/2019,2
Art03,LOC_144,29/5/2019,2
Art03,LOC_144,30/5/2019,1
Art03,LOC_144,31/5/2019,1
Art03,LOC_144,1/6/2019,1
Art03,LOC_144,3/6/2019,1
Art03,LOC_144,5/6/2019,4
Art03,LOC_144,6/6/2019,2
Art03,LOC_144,7/6/2019,1
Art03,LOC_144,9/6/2019,2
Art03,LOC_144,13/6/2019,2
Art03,LOC_144,16/6/2019,1
Art03,LOC_144,17/6/2019,1
Art03,LOC_144,18/6/2019,4
Art03,LOC_144,20/6/2019,1
Art03,LOC_144,21/6/2019,2
Art03,LOC_144,23/6/2019,1
Art03,LOC_145,1/4/2019,1
Art03,LOC_145,2/4/2019,1
Art03,LOC_145,4/4/2019,2
Art03,LOC_145,5/4/2019,1
Art03,LOC_145,8/4/2019,1
Art03,LOC_145,9/4/2019,3
Art03,LOC_145,13/4/2019,1
Art03,LOC_145,27/4/2019,1
Art03,LOC_145,28/4/2019,1
Art03,LOC_145,29/4/2019,3
Art03,LOC_145,2/5/2019,1
Art03,LOC_145,3/5/2019,1
Art03,LOC_145,4/5/2019,1
Art03,LOC_145,6/5/2019,1
Art03,LOC_145,9/5/2019,2
Art03,LOC_145,10/5/2019,1
Art03,LOC_145,13/5/2019,2
Art03,LOC_145,14/5/2019,1
Art03,LOC_145,15/5/2019,1
Art03,LOC_145,16/5/2019,1
Art03,LOC_145,17/5/2019,4
Art03,LOC_145,18/5/2019,2
Art03,LOC_145,20/5/2019,1
Art03,LOC_145,21/5/2019,1
Art03,LOC_145,23/5/2019,1
Art03,LOC_145,27/5/2019,1
Art03,LOC_145,29/5/2019,1
Art03,LOC_145,30/5/2019,1
Art03,LOC_145,31/5/2019,2
Art03,LOC_145,3/6/2019,1
Art03,LOC_145,4/6/2019,1
Art03,LOC_145,7/6/2019,1
Art03,LOC_145,10/6/2019,1
Art03,LOC_145,14/6/2019,1
Art03,LOC_145,17/6/2019,1
Art03,LOC_145,18/6/2019,1
Art03,LOC_145,19/6/2019,2
Art03,LOC_145,23/6/2019,1
Art03,LOC_146,3/4/2019,1
Art03,LOC_146,4/4/2019,4
Art03,LOC_146,5/4/2019,4
Art03,LOC_146,9/4/2019,1
Art03,LOC_146,10/4/2019,1
Art03,LOC_146,11/4/2019,4
Art03,LOC_146,15/4/2019,1
Art03,LOC_146,17/4/2019,4
Art03,LOC_146,22/4/2019,1
Art03,LOC_146,24/4/2019,2
Art03,LOC_146,25/4/2019,1
Art03,LOC_146,26/4/2019,1
Art03,LOC_146,30/4/2019,2
Art03,LOC_146,2/5/2019,1
Art03,LOC_146,3/5/2019,1
Art03,LOC_146,5/5/2019,1
Art03,LOC_146,6/5/2019,2
Art03,LOC_146,7/5/2019,2
Art03,LOC_146,9/5/2019,1
Art03,LOC_146,10/5/2019,2
Art03,LOC_146,11/5/2019,1
Art03,LOC_146,14/5/2019,3
Art03,LOC_146,15/5/2019,2
Art03,LOC_146,16/5/2019,3
Art03,LOC_146,21/5/2019,3
Art03,LOC_146,25/5/2019,1
Art03,LOC_146,26/5/2019,1
Art03,LOC_146,27/5/2019,1
Art03,LOC_146,28/5/2019,1
Art03,LOC_146,29/5/2019,1
Art03,LOC_146,30/5/2019,3
Art03,LOC_146,3/6/2019,1
Art03,LOC_146,6/6/2019,2
Art03,LOC_146,14/6/2019,1
Art03,LOC_146,17/6/2019,1
Art03,LOC_146,20/6/2019,2
Art03,LOC_147,14/4/2019,1
Art03,LOC_147,18/4/2019,1
Art03,LOC_147,20/4/2019,1
Art03,LOC_147,29/4/2019,1
Art03,LOC_147,2/5/2019,1
Art03,LOC_147,17/5/2019,1
Art03,LOC_147,22/5/2019,1
Art03,LOC_147,7/6/2019,1
Art03,LOC_147,8/6/2019,1
Art03,LOC_147,11/6/2019,1
Art03,LOC_147,21/6/2019,1
Art03,LOC_148,3/4/2019,1
Art03,LOC_148,5/4/2019,1
Art03,LOC_148,6/4/2019,1
Art03,LOC_148,7/4/2019,1
Art03,LOC_148,11/4/2019,1
Art03,LOC_148,12/4/2019,1
Art03,LOC_148,18/4/2019,1
Art03,LOC_148,19/4/2019,1
Art03,LOC_148,22/4/2019,2
Art03,LOC_148,30/4/2019,1
Art03,LOC_148,2/5/2019,1
Art03,LOC_148,5/5/2019,1
Art03,LOC_148,9/5/2019,1
Art03,LOC_148,14/5/2019,1
Art03,LOC_148,15/5/2019,1
Art03,LOC_148,20/5/2019,1
Art03,LOC_148,21/5/2019,1
Art03,LOC_148,24/5/2019,1
Art03,LOC_148,26/5/2019,3
Art03,LOC_148,27/5/2019,1
Art03,LOC_148,29/5/2019,3
Art03,LOC_148,31/5/2019,2
Art03,LOC_148,1/6/2019,1
Art03,LOC_148,3/6/2019,1
Art03,LOC_148,8/6/2019,3
Art03,LOC_148,15/6/2019,2
Art03,LOC_148,20/6/2019,1
Art03,LOC_148,21/6/2019,2
Art03,LOC_148,22/6/2019,1
Art03,LOC_149,5/4/2019,1
Art03,LOC_149,8/4/2019,1
Art03,LOC_149,9/4/2019,1
Art03,LOC_149,16/4/2019,2
Art03,LOC_149,20/4/2019,1
Art03,LOC_149,23/4/2019,1
Art03,LOC_149,25/4/2019,1
Art03,LOC_149,27/4/2019,1
Art03,LOC_149,29/4/2019,1
Art03,LOC_149,30/4/2019,1
